video_id,sequence,video_frame,sequence_frame,image_id,image_path
0,35305,8067,413,0-8067,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8067.jpg
0,35305,8068,414,0-8068,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8068.jpg
0,35305,8069,415,0-8069,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8069.jpg
0,35305,8070,416,0-8070,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8070.jpg
0,35305,8071,417,0-8071,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8071.jpg
0,35305,8072,418,0-8072,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8072.jpg
0,35305,8073,419,0-8073,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8073.jpg
0,35305,8074,420,0-8074,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8074.jpg
0,35305,8075,421,0-8075,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8075.jpg
0,35305,8076,422,0-8076,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8076.jpg
0,35305,8077,423,0-8077,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8077.jpg
0,35305,8078,424,0-8078,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8078.jpg
0,35305,8079,425,0-8079,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8079.jpg
0,35305,8080,426,0-8080,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8080.jpg
0,35305,8081,427,0-8081,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8081.jpg
0,35305,8082,428,0-8082,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8082.jpg
0,35305,8083,429,0-8083,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8083.jpg
0,35305,8084,430,0-8084,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8084.jpg
0,35305,8085,431,0-8085,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8085.jpg
0,35305,8086,432,0-8086,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8086.jpg
0,35305,8087,433,0-8087,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8087.jpg
0,35305,8088,434,0-8088,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8088.jpg
0,35305,8089,435,0-8089,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8089.jpg
0,35305,8090,436,0-8090,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8090.jpg
0,35305,8091,437,0-8091,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8091.jpg
0,35305,8092,438,0-8092,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8092.jpg
0,35305,8093,439,0-8093,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8093.jpg
0,35305,8094,440,0-8094,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8094.jpg
0,35305,8095,441,0-8095,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8095.jpg
0,35305,8096,442,0-8096,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8096.jpg
0,35305,8097,443,0-8097,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8097.jpg
0,35305,8098,444,0-8098,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8098.jpg
0,35305,8099,445,0-8099,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8099.jpg
0,35305,8100,446,0-8100,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8100.jpg
0,35305,8101,447,0-8101,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8101.jpg
0,35305,8102,448,0-8102,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8102.jpg
0,35305,8103,449,0-8103,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8103.jpg
0,35305,8104,450,0-8104,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8104.jpg
0,35305,8105,451,0-8105,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8105.jpg
0,35305,8106,452,0-8106,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8106.jpg
0,35305,8107,453,0-8107,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8107.jpg
0,35305,8108,454,0-8108,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8108.jpg
0,35305,8109,455,0-8109,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8109.jpg
0,35305,8110,456,0-8110,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8110.jpg
0,35305,8111,457,0-8111,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8111.jpg
0,35305,8112,458,0-8112,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8112.jpg
0,35305,8113,459,0-8113,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8113.jpg
0,35305,8114,460,0-8114,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8114.jpg
0,35305,8115,461,0-8115,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8115.jpg
0,35305,8116,462,0-8116,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8116.jpg
0,35305,8117,463,0-8117,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8117.jpg
0,35305,8118,464,0-8118,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8118.jpg
0,35305,8119,465,0-8119,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8119.jpg
0,35305,8120,466,0-8120,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8120.jpg
0,35305,8121,467,0-8121,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8121.jpg
0,35305,8122,468,0-8122,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8122.jpg
0,35305,8123,469,0-8123,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8123.jpg
0,35305,8124,470,0-8124,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8124.jpg
0,35305,8125,471,0-8125,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8125.jpg
0,35305,8126,472,0-8126,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8126.jpg
0,35305,8127,473,0-8127,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8127.jpg
0,35305,8128,474,0-8128,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8128.jpg
0,35305,8129,475,0-8129,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8129.jpg
0,35305,8130,476,0-8130,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8130.jpg
0,35305,8131,477,0-8131,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8131.jpg
0,35305,8132,478,0-8132,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8132.jpg
0,35305,8133,479,0-8133,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8133.jpg
0,35305,8134,480,0-8134,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8134.jpg
0,35305,8135,481,0-8135,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8135.jpg
0,35305,8136,482,0-8136,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8136.jpg
0,35305,8137,483,0-8137,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8137.jpg
0,35305,8138,484,0-8138,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8138.jpg
0,35305,8139,485,0-8139,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8139.jpg
0,35305,8140,486,0-8140,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8140.jpg
0,35305,8141,487,0-8141,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8141.jpg
0,35305,8142,488,0-8142,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8142.jpg
0,35305,8143,489,0-8143,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8143.jpg
0,35305,8144,490,0-8144,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8144.jpg
0,35305,8145,491,0-8145,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8145.jpg
0,35305,8146,492,0-8146,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8146.jpg
0,35305,8147,493,0-8147,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8147.jpg
0,35305,8148,494,0-8148,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8148.jpg
0,35305,8149,495,0-8149,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8149.jpg
0,35305,8150,496,0-8150,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8150.jpg
0,35305,8151,497,0-8151,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8151.jpg
0,35305,8152,498,0-8152,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8152.jpg
0,35305,8153,499,0-8153,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8153.jpg
0,35305,8154,500,0-8154,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8154.jpg
0,35305,8155,501,0-8155,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8155.jpg
0,35305,8156,502,0-8156,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8156.jpg
0,35305,8157,503,0-8157,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8157.jpg
0,35305,8158,504,0-8158,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8158.jpg
0,35305,8159,505,0-8159,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8159.jpg
0,35305,8160,506,0-8160,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8160.jpg
0,35305,8161,507,0-8161,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8161.jpg
0,35305,8162,508,0-8162,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8162.jpg
0,35305,8163,509,0-8163,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8163.jpg
0,35305,8164,510,0-8164,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8164.jpg
0,35305,8165,511,0-8165,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8165.jpg
0,35305,8166,512,0-8166,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8166.jpg
0,35305,8167,513,0-8167,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8167.jpg
0,35305,8168,514,0-8168,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8168.jpg
0,35305,8169,515,0-8169,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8169.jpg
0,35305,8170,516,0-8170,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8170.jpg
0,35305,8171,517,0-8171,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8171.jpg
0,35305,8172,518,0-8172,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8172.jpg
0,35305,8173,519,0-8173,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8173.jpg
0,35305,8174,520,0-8174,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8174.jpg
0,35305,8175,521,0-8175,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8175.jpg
0,35305,8176,522,0-8176,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8176.jpg
0,35305,8177,523,0-8177,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8177.jpg
0,35305,8178,524,0-8178,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8178.jpg
0,35305,8179,525,0-8179,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8179.jpg
0,35305,8180,526,0-8180,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8180.jpg
0,35305,8181,527,0-8181,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8181.jpg
0,35305,8182,528,0-8182,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8182.jpg
0,35305,8183,529,0-8183,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8183.jpg
0,35305,8184,530,0-8184,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8184.jpg
0,35305,8185,531,0-8185,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8185.jpg
0,35305,8186,532,0-8186,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8186.jpg
0,35305,8187,533,0-8187,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8187.jpg
0,35305,8188,534,0-8188,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8188.jpg
0,35305,8189,535,0-8189,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8189.jpg
0,35305,8190,536,0-8190,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8190.jpg
0,35305,8191,537,0-8191,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8191.jpg
0,35305,8192,538,0-8192,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8192.jpg
0,35305,8193,539,0-8193,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8193.jpg
0,35305,8194,540,0-8194,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8194.jpg
0,35305,8195,541,0-8195,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8195.jpg
0,35305,8196,542,0-8196,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8196.jpg
0,35305,8197,543,0-8197,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8197.jpg
0,35305,8198,544,0-8198,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8198.jpg
0,35305,8199,545,0-8199,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8199.jpg
0,35305,8200,546,0-8200,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8200.jpg
0,35305,8201,547,0-8201,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8201.jpg
0,35305,8202,548,0-8202,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8202.jpg
0,35305,8203,549,0-8203,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8203.jpg
0,35305,8204,550,0-8204,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8204.jpg
0,35305,8205,551,0-8205,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8205.jpg
0,35305,8206,552,0-8206,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8206.jpg
0,35305,8287,633,0-8287,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8287.jpg
0,35305,8288,634,0-8288,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8288.jpg
0,35305,8289,635,0-8289,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8289.jpg
0,35305,8290,636,0-8290,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8290.jpg
0,35305,8291,637,0-8291,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8291.jpg
0,35305,8292,638,0-8292,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8292.jpg
0,35305,8293,639,0-8293,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8293.jpg
0,35305,8294,640,0-8294,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8294.jpg
0,35305,8295,641,0-8295,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8295.jpg
0,35305,8296,642,0-8296,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8296.jpg
0,35305,8297,643,0-8297,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8297.jpg
0,35305,8298,644,0-8298,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8298.jpg
0,35305,8299,645,0-8299,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8299.jpg
0,35305,8300,646,0-8300,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8300.jpg
0,35305,8301,647,0-8301,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8301.jpg
0,35305,8302,648,0-8302,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8302.jpg
0,35305,8303,649,0-8303,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8303.jpg
0,35305,8304,650,0-8304,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8304.jpg
0,35305,8305,651,0-8305,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8305.jpg
0,35305,8306,652,0-8306,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8306.jpg
0,35305,8307,653,0-8307,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8307.jpg
0,35305,8308,654,0-8308,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8308.jpg
0,35305,8309,655,0-8309,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8309.jpg
0,35305,8310,656,0-8310,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8310.jpg
0,35305,8311,657,0-8311,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8311.jpg
0,35305,8312,658,0-8312,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8312.jpg
0,35305,8313,659,0-8313,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8313.jpg
0,35305,8314,660,0-8314,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8314.jpg
0,35305,8315,661,0-8315,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8315.jpg
0,35305,8316,662,0-8316,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8316.jpg
0,35305,8317,663,0-8317,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8317.jpg
0,35305,8318,664,0-8318,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8318.jpg
0,35305,8319,665,0-8319,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8319.jpg
0,35305,8320,666,0-8320,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8320.jpg
0,35305,8321,667,0-8321,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8321.jpg
0,35305,8322,668,0-8322,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8322.jpg
0,35305,8323,669,0-8323,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8323.jpg
0,35305,8324,670,0-8324,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8324.jpg
0,35305,8325,671,0-8325,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8325.jpg
0,35305,8326,672,0-8326,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8326.jpg
0,35305,8327,673,0-8327,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8327.jpg
0,35305,8328,674,0-8328,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8328.jpg
0,35305,8329,675,0-8329,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8329.jpg
0,35305,8330,676,0-8330,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8330.jpg
0,35305,8331,677,0-8331,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8331.jpg
0,35305,8332,678,0-8332,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8332.jpg
0,35305,8333,679,0-8333,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8333.jpg
0,35305,8334,680,0-8334,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8334.jpg
0,35305,8335,681,0-8335,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8335.jpg
0,35305,8336,682,0-8336,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8336.jpg
0,35305,8337,683,0-8337,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8337.jpg
0,35305,8338,684,0-8338,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8338.jpg
0,35305,8339,685,0-8339,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8339.jpg
0,35305,8340,686,0-8340,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8340.jpg
0,35305,8341,687,0-8341,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8341.jpg
0,35305,8342,688,0-8342,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8342.jpg
0,35305,8343,689,0-8343,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8343.jpg
0,35305,8344,690,0-8344,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8344.jpg
0,35305,8345,691,0-8345,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8345.jpg
0,35305,8346,692,0-8346,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8346.jpg
0,35305,8347,693,0-8347,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8347.jpg
0,35305,8348,694,0-8348,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8348.jpg
0,35305,8349,695,0-8349,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8349.jpg
0,35305,8350,696,0-8350,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8350.jpg
0,35305,8351,697,0-8351,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8351.jpg
0,35305,8352,698,0-8352,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8352.jpg
0,35305,8353,699,0-8353,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8353.jpg
0,35305,8354,700,0-8354,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8354.jpg
0,35305,8355,701,0-8355,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8355.jpg
0,35305,8356,702,0-8356,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8356.jpg
0,35305,8357,703,0-8357,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8357.jpg
0,35305,8358,704,0-8358,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8358.jpg
0,35305,8359,705,0-8359,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8359.jpg
0,35305,8360,706,0-8360,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8360.jpg
0,35305,8361,707,0-8361,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8361.jpg
0,35305,8362,708,0-8362,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8362.jpg
0,35305,8363,709,0-8363,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8363.jpg
0,35305,8364,710,0-8364,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8364.jpg
0,35305,8365,711,0-8365,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8365.jpg
0,35305,8366,712,0-8366,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8366.jpg
0,35305,8367,713,0-8367,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8367.jpg
0,35305,8368,714,0-8368,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8368.jpg
0,35305,8369,715,0-8369,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8369.jpg
0,35305,8370,716,0-8370,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8370.jpg
0,35305,8371,717,0-8371,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8371.jpg
0,35305,8372,718,0-8372,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8372.jpg
0,35305,8373,719,0-8373,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8373.jpg
0,35305,8374,720,0-8374,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8374.jpg
0,35305,8375,721,0-8375,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8375.jpg
0,35305,8376,722,0-8376,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8376.jpg
0,35305,8377,723,0-8377,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8377.jpg
0,35305,8378,724,0-8378,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8378.jpg
0,35305,8379,725,0-8379,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8379.jpg
0,35305,8380,726,0-8380,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8380.jpg
0,35305,8381,727,0-8381,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8381.jpg
0,35305,8382,728,0-8382,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8382.jpg
0,35305,8383,729,0-8383,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8383.jpg
0,35305,8384,730,0-8384,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8384.jpg
0,35305,8385,731,0-8385,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8385.jpg
0,35305,8386,732,0-8386,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8386.jpg
0,35305,8387,733,0-8387,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8387.jpg
0,35305,8388,734,0-8388,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8388.jpg
0,35305,8389,735,0-8389,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8389.jpg
0,35305,8390,736,0-8390,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8390.jpg
0,35305,8391,737,0-8391,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8391.jpg
0,35305,8392,738,0-8392,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8392.jpg
0,35305,8393,739,0-8393,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8393.jpg
0,35305,8394,740,0-8394,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8394.jpg
0,35305,8395,741,0-8395,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8395.jpg
0,35305,8396,742,0-8396,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8396.jpg
0,35305,8397,743,0-8397,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8397.jpg
0,35305,8398,744,0-8398,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8398.jpg
0,35305,8399,745,0-8399,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8399.jpg
0,35305,8400,746,0-8400,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8400.jpg
0,35305,8401,747,0-8401,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8401.jpg
0,35305,8402,748,0-8402,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8402.jpg
0,35305,8403,749,0-8403,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8403.jpg
0,35305,8404,750,0-8404,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8404.jpg
0,35305,8405,751,0-8405,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8405.jpg
0,35305,8406,752,0-8406,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8406.jpg
0,35305,8407,753,0-8407,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8407.jpg
0,35305,8408,754,0-8408,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8408.jpg
0,35305,8409,755,0-8409,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8409.jpg
0,35305,8410,756,0-8410,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8410.jpg
0,35305,8411,757,0-8411,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8411.jpg
0,35305,8412,758,0-8412,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8412.jpg
0,35305,8413,759,0-8413,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8413.jpg
0,35305,8414,760,0-8414,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8414.jpg
0,35305,8415,761,0-8415,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8415.jpg
0,35305,8416,762,0-8416,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8416.jpg
0,35305,8417,763,0-8417,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8417.jpg
0,35305,8418,764,0-8418,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8418.jpg
0,35305,8419,765,0-8419,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8419.jpg
0,35305,8420,766,0-8420,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8420.jpg
0,35305,8421,767,0-8421,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8421.jpg
0,35305,8422,768,0-8422,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8422.jpg
0,35305,8423,769,0-8423,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8423.jpg
0,35305,8424,770,0-8424,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8424.jpg
0,35305,8425,771,0-8425,/home/dingchaofan/dataset/starfish/data/train_images/video_0/8425.jpg
