video_id,sequence,video_frame,sequence_frame,image_id,annotations,NumBBox,bboxes,image_path,fold
0,59337,1920,69,0-1920,"[{'x': 1129, 'y': 262, 'width': 89, 'height': 60}, {'x': 734, 'y': 485, 'width': 51, 'height': 44}]",2,"[[1129, 262, 89, 60], [734, 485, 51, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1920.jpg,2
0,59337,1921,70,0-1921,"[{'x': 1146, 'y': 290, 'width': 82, 'height': 50}, {'x': 741, 'y': 506, 'width': 51, 'height': 44}]",2,"[[1146, 290, 82, 50], [741, 506, 51, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1921.jpg,2
0,59337,1922,71,0-1922,"[{'x': 1160, 'y': 306, 'width': 79, 'height': 51}, {'x': 747, 'y': 528, 'width': 51, 'height': 44}]",2,"[[1160, 306, 79, 51], [747, 528, 51, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1922.jpg,2
0,59337,1923,72,0-1923,"[{'x': 1173, 'y': 321, 'width': 76, 'height': 52}, {'x': 753, 'y': 550, 'width': 51, 'height': 44}]",2,"[[1173, 321, 76, 52], [753, 550, 51, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1923.jpg,2
0,59337,1924,73,0-1924,"[{'x': 1180, 'y': 339, 'width': 76, 'height': 52}, {'x': 757, 'y': 572, 'width': 54, 'height': 49}]",2,"[[1180, 339, 76, 52], [757, 572, 54, 49]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1924.jpg,2
0,59337,1925,74,0-1925,"[{'x': 1168, 'y': 340, 'width': 104, 'height': 78}, {'x': 761, 'y': 595, 'width': 56, 'height': 55}]",2,"[[1168, 340, 104, 78], [761, 595, 56, 55]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1925.jpg,2
0,59337,1926,75,0-1926,"[{'x': 1178, 'y': 372, 'width': 101, 'height': 78}, {'x': 766, 'y': 620, 'width': 56, 'height': 55}]",2,"[[1178, 372, 101, 78], [766, 620, 56, 55]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1926.jpg,2
0,59337,1927,76,0-1927,"[{'x': 1194, 'y': 387, 'width': 85, 'height': 78}, {'x': 774, 'y': 647, 'width': 56, 'height': 55}]",2,"[[1194, 387, 85, 78], [774, 647, 56, 55]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1927.jpg,2
0,59337,1928,77,0-1928,"[{'x': 1210, 'y': 415, 'width': 69, 'height': 78}, {'x': 779, 'y': 679, 'width': 56, 'height': 40}]",2,"[[1210, 415, 69, 78], [779, 679, 56, 40]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1928.jpg,2
0,59337,1929,78,0-1929,"[{'x': 1212, 'y': 435, 'width': 67, 'height': 78}]",1,"[[1212, 435, 67, 78]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1929.jpg,2
0,59337,1930,79,0-1930,"[{'x': 1224, 'y': 457, 'width': 55, 'height': 78}]",1,"[[1224, 457, 55, 78]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/1930.jpg,2
0,59337,2270,419,0-2270,"[{'x': 599, 'y': 180, 'width': 30, 'height': 27}]",1,"[[599, 180, 30, 27]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2270.jpg,2
0,59337,2271,420,0-2271,"[{'x': 598, 'y': 185, 'width': 30, 'height': 27}]",1,"[[598, 185, 30, 27]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2271.jpg,2
0,59337,2272,421,0-2272,"[{'x': 596, 'y': 190, 'width': 30, 'height': 28}]",1,"[[596, 190, 30, 28]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2272.jpg,2
0,59337,2273,422,0-2273,"[{'x': 594, 'y': 196, 'width': 30, 'height': 28}]",1,"[[594, 196, 30, 28]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2273.jpg,2
0,59337,2274,423,0-2274,"[{'x': 593, 'y': 201, 'width': 31, 'height': 29}]",1,"[[593, 201, 31, 29]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2274.jpg,2
0,59337,2275,424,0-2275,"[{'x': 591, 'y': 206, 'width': 31, 'height': 29}]",1,"[[591, 206, 31, 29]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2275.jpg,2
0,59337,2276,425,0-2276,"[{'x': 590, 'y': 212, 'width': 31, 'height': 30}]",1,"[[590, 212, 31, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2276.jpg,2
0,59337,2277,426,0-2277,"[{'x': 588, 'y': 217, 'width': 31, 'height': 30}]",1,"[[588, 217, 31, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2277.jpg,2
0,59337,2278,427,0-2278,"[{'x': 586, 'y': 222, 'width': 32, 'height': 30}]",1,"[[586, 222, 32, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2278.jpg,2
0,59337,2279,428,0-2279,"[{'x': 585, 'y': 228, 'width': 32, 'height': 31}]",1,"[[585, 228, 32, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2279.jpg,2
0,59337,2280,429,0-2280,"[{'x': 583, 'y': 233, 'width': 32, 'height': 31}]",1,"[[583, 233, 32, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2280.jpg,2
0,59337,2281,430,0-2281,"[{'x': 580, 'y': 237, 'width': 33, 'height': 31}]",1,"[[580, 237, 33, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2281.jpg,2
0,59337,2282,431,0-2282,"[{'x': 577, 'y': 241, 'width': 33, 'height': 31}]",1,"[[577, 241, 33, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2282.jpg,2
0,59337,2283,432,0-2283,"[{'x': 574, 'y': 244, 'width': 33, 'height': 32}]",1,"[[574, 244, 33, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2283.jpg,2
0,59337,2284,433,0-2284,"[{'x': 571, 'y': 248, 'width': 34, 'height': 32}]",1,"[[571, 248, 34, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2284.jpg,2
0,59337,2285,434,0-2285,"[{'x': 568, 'y': 252, 'width': 34, 'height': 32}]",1,"[[568, 252, 34, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2285.jpg,2
0,59337,2286,435,0-2286,"[{'x': 565, 'y': 258, 'width': 35, 'height': 32}]",1,"[[565, 258, 35, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2286.jpg,2
0,59337,2287,436,0-2287,"[{'x': 562, 'y': 265, 'width': 35, 'height': 32}]",1,"[[562, 265, 35, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2287.jpg,2
0,59337,2288,437,0-2288,"[{'x': 559, 'y': 271, 'width': 36, 'height': 32}]",1,"[[559, 271, 36, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2288.jpg,2
0,59337,2289,438,0-2289,"[{'x': 556, 'y': 277, 'width': 36, 'height': 32}]",1,"[[556, 277, 36, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2289.jpg,2
0,59337,2290,439,0-2290,"[{'x': 553, 'y': 283, 'width': 36, 'height': 32}]",1,"[[553, 283, 36, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2290.jpg,2
0,59337,2291,440,0-2291,"[{'x': 550, 'y': 289, 'width': 37, 'height': 32}]",1,"[[550, 289, 37, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2291.jpg,2
0,59337,2292,441,0-2292,"[{'x': 547, 'y': 294, 'width': 37, 'height': 32}]",1,"[[547, 294, 37, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2292.jpg,2
0,59337,2293,442,0-2293,"[{'x': 543, 'y': 299, 'width': 38, 'height': 33}]",1,"[[543, 299, 38, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2293.jpg,2
0,59337,2294,443,0-2294,"[{'x': 539, 'y': 304, 'width': 38, 'height': 33}]",1,"[[539, 304, 38, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2294.jpg,2
0,59337,2295,444,0-2295,"[{'x': 534, 'y': 309, 'width': 39, 'height': 33}]",1,"[[534, 309, 39, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2295.jpg,2
0,59337,2296,445,0-2296,"[{'x': 530, 'y': 314, 'width': 39, 'height': 33}]",1,"[[530, 314, 39, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2296.jpg,2
0,59337,2297,446,0-2297,"[{'x': 525, 'y': 319, 'width': 39, 'height': 33}]",1,"[[525, 319, 39, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2297.jpg,2
0,59337,2298,447,0-2298,"[{'x': 520, 'y': 325, 'width': 40, 'height': 34}]",1,"[[520, 325, 40, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2298.jpg,2
0,59337,2299,448,0-2299,"[{'x': 516, 'y': 330, 'width': 40, 'height': 34}]",1,"[[516, 330, 40, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2299.jpg,2
0,59337,2300,449,0-2300,"[{'x': 511, 'y': 335, 'width': 41, 'height': 34}]",1,"[[511, 335, 41, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2300.jpg,2
0,59337,2301,450,0-2301,"[{'x': 507, 'y': 340, 'width': 41, 'height': 34}]",1,"[[507, 340, 41, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2301.jpg,2
0,59337,2302,451,0-2302,"[{'x': 502, 'y': 345, 'width': 42, 'height': 34}]",1,"[[502, 345, 42, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2302.jpg,2
0,59337,2303,452,0-2303,"[{'x': 496, 'y': 351, 'width': 42, 'height': 35}]",1,"[[496, 351, 42, 35]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2303.jpg,2
0,59337,2304,453,0-2304,"[{'x': 489, 'y': 356, 'width': 42, 'height': 35}]",1,"[[489, 356, 42, 35]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2304.jpg,2
0,59337,2305,454,0-2305,"[{'x': 483, 'y': 361, 'width': 42, 'height': 35}]",1,"[[483, 361, 42, 35]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2305.jpg,2
0,59337,2306,455,0-2306,"[{'x': 477, 'y': 367, 'width': 42, 'height': 35}]",1,"[[477, 367, 42, 35]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2306.jpg,2
0,59337,2307,456,0-2307,"[{'x': 470, 'y': 372, 'width': 42, 'height': 35}]",1,"[[470, 372, 42, 35]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2307.jpg,2
0,59337,2308,457,0-2308,"[{'x': 464, 'y': 377, 'width': 42, 'height': 36}]",1,"[[464, 377, 42, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2308.jpg,2
0,59337,2309,458,0-2309,"[{'x': 458, 'y': 382, 'width': 42, 'height': 36}]",1,"[[458, 382, 42, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2309.jpg,2
0,59337,2310,459,0-2310,"[{'x': 451, 'y': 388, 'width': 42, 'height': 36}]",1,"[[451, 388, 42, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2310.jpg,2
0,59337,2311,460,0-2311,"[{'x': 445, 'y': 393, 'width': 42, 'height': 36}]",1,"[[445, 393, 42, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2311.jpg,2
0,59337,2312,461,0-2312,"[{'x': 439, 'y': 398, 'width': 42, 'height': 37}]",1,"[[439, 398, 42, 37]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2312.jpg,2
0,59337,2313,462,0-2313,"[{'x': 432, 'y': 404, 'width': 42, 'height': 37}]",1,"[[432, 404, 42, 37]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2313.jpg,2
0,59337,2314,463,0-2314,"[{'x': 425, 'y': 410, 'width': 42, 'height': 37}]",1,"[[425, 410, 42, 37]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2314.jpg,2
0,59337,2315,464,0-2315,"[{'x': 417, 'y': 417, 'width': 43, 'height': 37}]",1,"[[417, 417, 43, 37]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2315.jpg,2
0,59337,2316,465,0-2316,"[{'x': 409, 'y': 424, 'width': 43, 'height': 38}]",1,"[[409, 424, 43, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2316.jpg,2
0,59337,2317,466,0-2317,"[{'x': 402, 'y': 430, 'width': 44, 'height': 38}]",1,"[[402, 430, 44, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2317.jpg,2
0,59337,2318,467,0-2318,"[{'x': 394, 'y': 437, 'width': 44, 'height': 38}]",1,"[[394, 437, 44, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2318.jpg,2
0,59337,2319,468,0-2319,"[{'x': 386, 'y': 444, 'width': 45, 'height': 38}]",1,"[[386, 444, 45, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2319.jpg,2
0,59337,2320,469,0-2320,"[{'x': 379, 'y': 450, 'width': 45, 'height': 39}]",1,"[[379, 450, 45, 39]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2320.jpg,2
0,59337,2321,470,0-2321,"[{'x': 371, 'y': 457, 'width': 46, 'height': 39}]",1,"[[371, 457, 46, 39]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2321.jpg,2
0,59337,2322,471,0-2322,"[{'x': 363, 'y': 464, 'width': 46, 'height': 39}]",1,"[[363, 464, 46, 39]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2322.jpg,2
0,59337,2323,472,0-2323,"[{'x': 356, 'y': 470, 'width': 47, 'height': 39}]",1,"[[356, 470, 47, 39]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2323.jpg,2
0,59337,2324,473,0-2324,"[{'x': 348, 'y': 478, 'width': 47, 'height': 40}]",1,"[[348, 478, 47, 40]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2324.jpg,2
0,59337,2325,474,0-2325,"[{'x': 340, 'y': 486, 'width': 48, 'height': 41}]",1,"[[340, 486, 48, 41]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2325.jpg,2
0,59337,2326,475,0-2326,"[{'x': 332, 'y': 494, 'width': 48, 'height': 42}]",1,"[[332, 494, 48, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2326.jpg,2
0,59337,2327,476,0-2327,"[{'x': 324, 'y': 502, 'width': 48, 'height': 42}]",1,"[[324, 502, 48, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2327.jpg,2
0,59337,2328,477,0-2328,"[{'x': 316, 'y': 510, 'width': 49, 'height': 43}]",1,"[[316, 510, 49, 43]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2328.jpg,2
0,59337,2329,478,0-2329,"[{'x': 308, 'y': 518, 'width': 49, 'height': 44}]",1,"[[308, 518, 49, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2329.jpg,2
0,59337,2330,479,0-2330,"[{'x': 300, 'y': 526, 'width': 50, 'height': 44}]",1,"[[300, 526, 50, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2330.jpg,2
0,59337,2331,480,0-2331,"[{'x': 292, 'y': 534, 'width': 50, 'height': 45}]",1,"[[292, 534, 50, 45]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2331.jpg,2
0,59337,2332,481,0-2332,"[{'x': 284, 'y': 542, 'width': 50, 'height': 46}]",1,"[[284, 542, 50, 46]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2332.jpg,2
0,59337,2333,482,0-2333,"[{'x': 276, 'y': 550, 'width': 51, 'height': 46}]",1,"[[276, 550, 51, 46]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2333.jpg,2
0,59337,2334,483,0-2334,"[{'x': 269, 'y': 558, 'width': 51, 'height': 47}]",1,"[[269, 558, 51, 47]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2334.jpg,2
0,59337,2335,484,0-2335,"[{'x': 259, 'y': 570, 'width': 52, 'height': 48}]",1,"[[259, 570, 52, 48]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2335.jpg,2
0,59337,2336,485,0-2336,"[{'x': 249, 'y': 581, 'width': 53, 'height': 48}]",1,"[[249, 581, 53, 48]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2336.jpg,2
0,59337,2337,486,0-2337,"[{'x': 239, 'y': 593, 'width': 54, 'height': 49}]",1,"[[239, 593, 54, 49]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2337.jpg,2
0,59337,2338,487,0-2338,"[{'x': 230, 'y': 604, 'width': 54, 'height': 50}]",1,"[[230, 604, 54, 50]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2338.jpg,2
0,59337,2339,488,0-2339,"[{'x': 220, 'y': 616, 'width': 55, 'height': 50}]",1,"[[220, 616, 55, 50]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2339.jpg,2
0,59337,2340,489,0-2340,"[{'x': 210, 'y': 627, 'width': 56, 'height': 51}]",1,"[[210, 627, 56, 51]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2340.jpg,2
0,59337,2341,490,0-2341,"[{'x': 200, 'y': 639, 'width': 57, 'height': 52}]",1,"[[200, 639, 57, 52]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2341.jpg,2
0,59337,2342,491,0-2342,"[{'x': 191, 'y': 651, 'width': 58, 'height': 52}]",1,"[[191, 651, 58, 52]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2342.jpg,2
0,59337,2343,492,0-2343,"[{'x': 181, 'y': 662, 'width': 58, 'height': 53}]",1,"[[181, 662, 58, 53]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2343.jpg,2
0,59337,2344,493,0-2344,"[{'x': 167, 'y': 681, 'width': 58, 'height': 38}]",1,"[[167, 681, 58, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2344.jpg,2
0,59337,2345,494,0-2345,"[{'x': 157, 'y': 695, 'width': 58, 'height': 24}]",1,"[[157, 695, 58, 24]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/2345.jpg,2
0,8399,4206,468,0-4206,"[{'x': 609, 'y': 74, 'width': 28, 'height': 18}]",1,"[[609, 74, 28, 18]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4206.jpg,4
0,8399,4207,469,0-4207,"[{'x': 610, 'y': 82, 'width': 29, 'height': 19}]",1,"[[610, 82, 29, 19]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4207.jpg,4
0,8399,4208,470,0-4208,"[{'x': 612, 'y': 89, 'width': 29, 'height': 19}]",1,"[[612, 89, 29, 19]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4208.jpg,4
0,8399,4209,471,0-4209,"[{'x': 613, 'y': 96, 'width': 30, 'height': 19}]",1,"[[613, 96, 30, 19]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4209.jpg,4
0,8399,4210,472,0-4210,"[{'x': 615, 'y': 103, 'width': 31, 'height': 20}]",1,"[[615, 103, 31, 20]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4210.jpg,4
0,8399,4211,473,0-4211,"[{'x': 610, 'y': 114, 'width': 40, 'height': 23}]",1,"[[610, 114, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4211.jpg,4
0,8399,4212,474,0-4212,"[{'x': 612, 'y': 123, 'width': 40, 'height': 23}]",1,"[[612, 123, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4212.jpg,4
0,8399,4213,475,0-4213,"[{'x': 613, 'y': 132, 'width': 40, 'height': 23}]",1,"[[613, 132, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4213.jpg,4
0,8399,4214,476,0-4214,"[{'x': 614, 'y': 141, 'width': 40, 'height': 23}]",1,"[[614, 141, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4214.jpg,4
0,8399,4215,477,0-4215,"[{'x': 615, 'y': 150, 'width': 40, 'height': 23}]",1,"[[615, 150, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4215.jpg,4
0,8399,4216,478,0-4216,"[{'x': 617, 'y': 160, 'width': 40, 'height': 23}]",1,"[[617, 160, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4216.jpg,4
0,8399,4217,479,0-4217,"[{'x': 619, 'y': 167, 'width': 40, 'height': 23}]",1,"[[619, 167, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4217.jpg,4
0,8399,4218,480,0-4218,"[{'x': 621, 'y': 175, 'width': 40, 'height': 23}]",1,"[[621, 175, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4218.jpg,4
0,8399,4219,481,0-4219,"[{'x': 622, 'y': 183, 'width': 40, 'height': 23}]",1,"[[622, 183, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4219.jpg,4
0,8399,4220,482,0-4220,"[{'x': 624, 'y': 191, 'width': 40, 'height': 23}]",1,"[[624, 191, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4220.jpg,4
0,8399,4221,483,0-4221,"[{'x': 626, 'y': 199, 'width': 40, 'height': 23}]",1,"[[626, 199, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4221.jpg,4
0,8399,4222,484,0-4222,"[{'x': 627, 'y': 207, 'width': 40, 'height': 23}]",1,"[[627, 207, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4222.jpg,4
0,8399,4223,485,0-4223,"[{'x': 628, 'y': 216, 'width': 40, 'height': 23}]",1,"[[628, 216, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4223.jpg,4
0,8399,4224,486,0-4224,"[{'x': 629, 'y': 224, 'width': 40, 'height': 23}]",1,"[[629, 224, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4224.jpg,4
0,8399,4225,487,0-4225,"[{'x': 630, 'y': 232, 'width': 40, 'height': 23}]",1,"[[630, 232, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4225.jpg,4
0,8399,4226,488,0-4226,"[{'x': 631, 'y': 240, 'width': 40, 'height': 23}]",1,"[[631, 240, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4226.jpg,4
0,8399,4227,489,0-4227,"[{'x': 632, 'y': 247, 'width': 40, 'height': 23}]",1,"[[632, 247, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4227.jpg,4
0,8399,4228,490,0-4228,"[{'x': 633, 'y': 253, 'width': 40, 'height': 23}]",1,"[[633, 253, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4228.jpg,4
0,8399,4229,491,0-4229,"[{'x': 633, 'y': 259, 'width': 40, 'height': 23}]",1,"[[633, 259, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4229.jpg,4
0,8399,4230,492,0-4230,"[{'x': 634, 'y': 266, 'width': 40, 'height': 23}]",1,"[[634, 266, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4230.jpg,4
0,8399,4231,493,0-4231,"[{'x': 635, 'y': 272, 'width': 40, 'height': 23}]",1,"[[635, 272, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4231.jpg,4
0,8399,4232,494,0-4232,"[{'x': 634, 'y': 278, 'width': 40, 'height': 23}]",1,"[[634, 278, 40, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4232.jpg,4
0,8399,4233,495,0-4233,"[{'x': 634, 'y': 284, 'width': 40, 'height': 24}]",1,"[[634, 284, 40, 24]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4233.jpg,4
0,8399,4234,496,0-4234,"[{'x': 634, 'y': 290, 'width': 41, 'height': 24}]",1,"[[634, 290, 41, 24]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4234.jpg,4
0,8399,4235,497,0-4235,"[{'x': 634, 'y': 296, 'width': 41, 'height': 25}]",1,"[[634, 296, 41, 25]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4235.jpg,4
0,8399,4236,498,0-4236,"[{'x': 634, 'y': 302, 'width': 41, 'height': 25}]",1,"[[634, 302, 41, 25]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4236.jpg,4
0,8399,4237,499,0-4237,"[{'x': 633, 'y': 307, 'width': 41, 'height': 26}]",1,"[[633, 307, 41, 26]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4237.jpg,4
0,8399,4238,500,0-4238,"[{'x': 633, 'y': 313, 'width': 41, 'height': 26}]",1,"[[633, 313, 41, 26]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4238.jpg,4
0,8399,4239,501,0-4239,"[{'x': 633, 'y': 316, 'width': 42, 'height': 27}]",1,"[[633, 316, 42, 27]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4239.jpg,4
0,8399,4240,502,0-4240,"[{'x': 634, 'y': 319, 'width': 42, 'height': 27}]",1,"[[634, 319, 42, 27]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4240.jpg,4
0,8399,4241,503,0-4241,"[{'x': 634, 'y': 323, 'width': 42, 'height': 28}]",1,"[[634, 323, 42, 28]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4241.jpg,4
0,8399,4242,504,0-4242,"[{'x': 633, 'y': 321, 'width': 42, 'height': 28}]",1,"[[633, 321, 42, 28]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4242.jpg,4
0,8399,4243,505,0-4243,"[{'x': 632, 'y': 319, 'width': 42, 'height': 29}]",1,"[[632, 319, 42, 29]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4243.jpg,4
0,8399,4244,506,0-4244,"[{'x': 631, 'y': 312, 'width': 43, 'height': 29}]",1,"[[631, 312, 43, 29]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4244.jpg,4
0,8399,4245,507,0-4245,"[{'x': 631, 'y': 306, 'width': 43, 'height': 30}]",1,"[[631, 306, 43, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4245.jpg,4
0,8399,4246,508,0-4246,"[{'x': 630, 'y': 299, 'width': 43, 'height': 30}]",1,"[[630, 299, 43, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4246.jpg,4
0,8399,4247,509,0-4247,"[{'x': 629, 'y': 292, 'width': 43, 'height': 31}]",1,"[[629, 292, 43, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4247.jpg,4
0,8399,4248,510,0-4248,"[{'x': 629, 'y': 286, 'width': 43, 'height': 31}]",1,"[[629, 286, 43, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4248.jpg,4
0,8399,4249,511,0-4249,"[{'x': 628, 'y': 279, 'width': 43, 'height': 32}]",1,"[[628, 279, 43, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4249.jpg,4
0,8399,4250,512,0-4250,"[{'x': 627, 'y': 276, 'width': 43, 'height': 32}]",1,"[[627, 276, 43, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/4250.jpg,4
